sentence_id,plaintext,enc_bits,enc_bits_wo_ef,stegotext,ppl,enc_seed
632,I've been seeing bootlegs of this going for as much as $70 on eBay!,Zy+EehY9OX76u5mpIAA=,YTxAfcqUfpeCkrKBMwA=,"Michael Tucker shines on screen with great humor, while Julie Kavner and Dianne Wiest are exceptional in their roles. This TV show promises a thrilling experience, unlike anything you've ever seen. Brace yourself!  SPOILERS.  It is, quite unmistakably one the most side splitting comedies to hit televisions this year!  And believe you me, I don't say that lightly.  It",10.1467,923473086
633,The last time I saw this film must have been nearly fifteen years ago.,R6Bb8hXwpNY2IA==,Q5nHir4RvyRxIA==,"It's been years since Zef has heard a peptalk similar to the ones Tutu gave him before he passed, yet the memories linger vibrantly, and it almost feels new. Zef is determined to keep",16.0528,2481614016
634,"During that time, although I had forgotten the title entirely, there were aspects of this film that stuck in my brain and likely contributed to a few random dreams; I remember not really following the plot as a child, but I recalled finding it A) very beautiful, and B), unbelievably dark.",+x9OJ9a6anTgPVvRXOXJM7wmGu45P6nJ0i/60WGoDaA=,9FrgJY5fk0Du0F4ye1DFZeIGfT3nSxhNAg8KdgGzPkA=,"A fascinating film from Full Moon and Charles Band, showcasing tiny dolls, a cage-like rock band, and an adversary sporting an unusually small head, was recently viewed! The distinctively unique aura of these adventurers is captured using a fictitious documentary style, which inevitable undermines Samira Makhmalmaf's thoughtful and well-meaning efforts to investigate matters such as prison reform and female equality. The narrative, though not thoroughly researched, meanders around these themes carefree. Unfortunately, the performers lack a genuinely captivating persona and struggle mightily to maintain attention throughout 85 minutes! Frankly, it becomes evident early on why the film failed",15.8730,566944420
635,"Certain scenes and characters have stayed with me with dogged persistence---a swarm of jellyfish that seem to electrocute or burn their victims to death rather than poisoning them; the deaths of two juvenile characters that hammer home the realization that, like in the film *Cube*, every last character is expendable; and the image that probably haunted me most of all, the scene towards the end involving a forced cocooning that speaks volumes about parental coercion and a pigheaded refusal to see reason.",4NnLhG2sec2hqnNhg1+J/z0z/64CZzpTv56XKY52tA==,7jptUXoMsuOYKPyrMForS4VlpfETUhvtaQ5wKz2scA==,"With a dashing entry, he encounters a witty and talented lute- strumming charmer, whose initial judgment is clouded by the visitor's striking presence.  Naturally, not every new encounter ends in harmony!  .  /strumming, a clever and engaging melodies weaver, whoms initial judgement of our traveler is colored by the visitor s dapper appearance / strumming a  lively tune, this mellow and debonaired lute  maestro, whose eyes light upon the visitor with amused skepticality, is initially taken aback  but swift to warmly inviting and charmed. Naturally, our travelers new friends have not all good mot",17.4178,650588831
636,"Many reviewers have compared the story to Romeo & Juliet, and although I wouldn't have understood the analogy as a child, I'm sure I recall the realization that, however majestic and omnipotent the combatants (Sea and Fire, in this case), the conflict presented is nothing more than a childish feud, a pointless and senseless sparring match that will probably never see a true victory.",+DTNnypnNpAkv5nj/9uLXNLWWVFYRZ2XLV0Xub3HwPg=,90DBh1+e2yIE8JDtLQs40c41Cc2AQYXLlBzaGD4lmW4=,"As the star of The Bat, Vincent Price brings his inimitable elegance and smoothness, reminding us why he is still cinema's go-to villain, even in the latest reiteration of this age-old tale. Just like the SciFi channel, fantasy and science fiction have long captivated this writer. I have no personal bias against TV films, only the capacity for discerning flabbergasted reactions at the thoughtless remolding of venerable artforms like classic myth. Despite being a veteran fan of Vincent, I must acknowledge that this latest take on an old trope is lackluster. Nonetheless, he brings an indisputable magnetism that can make this reviewer hope the next film",14.5487,670533016
637,Pretty disturbing themes for a film allegedly for children!,U9Yx2hnwYVuybiZ0,Vr3vKJD/mNbfl1NA,"The direction from the director was subpar with a little improvement in MECHANIC and LAWMAN but completely off the rails in NIGHTCOMERS; it felt as though they were watching a completely different film. The narration in BIG SLEEP felt disjointed, a lack of continuity both in regards to space and logic",18.8063,347048551
638,"Now that I have recently rediscovered the title(s), I would greatly enjoy finding this film again, if only for old time's sake.",m3tG91GU38J78R2RVJAe7F9XCAA=,kl6sNBCdDzFtIy9nJv/g4njaogA=,"Francis Ford Coppola, in an illustrious directing career filled with movies heavy on feeling *, might have invested too much intellectual ferocity * into this movie's plot, which appears * to focus on the raw sentiments of grieving fathers and their children instead of the emotional high jinks * that the filmmakers intended. In * this eerie thriller, an empathic father struggling with * his daughter's unexplained disappearance is",15.1798,2503799890
639,"It's rare that a film leaves such a long impression on me, and for all those out there who also were touched by this film, I'd recommend it in a double billing with Martin Rosen's *Watership Down*, a similarly lovely and chilling animation.",+EQSnqY50x5UjfugD/jL9DXhOuYMq8aBfRh7qXpBvpQ=,9zdk05/Fi6QV0PTu4eah6pwjCkIuTzXctn+DkH2YPUA=,"Back in the late '70s, these urban legends weren't just mere tales; They were a vital and captivated part of our town's fabric, the subject matter of spine-tingling discussions at café gathering places. Charle Chapplin movie revues dominated the town's discourses and were on the lips every time Charlie Chapplin films started hitting theaters. Those times are gone, and we have now moved into a different time, where these tales of urban legend have become something to disprove on television specials rather than an integral element of our cultural legacy, much as the Discover Channel or a community college curriculum. The one that got me was second hand, and I still have",18.3630,3838919304
640,I have always loved this movie.I don't know how my dad bought it but it must have been popular in the states when I was young.,eu6A0csxcxq0QD4UXaIqJ7A=,fT1ViV7cuJOMiLVAWCAorWA=,"It seems you wish me to emulate a review of the worst movie ever, my good man or lady! Fear not, for I have the skills and prowess to produce something quite similar! Allow me to demonstrate...  *adjusts monocle*  ""That which we beheld upon the screen was nought short of an atrocity! A veritable travesty of cinematic proportions! The ' actors, for they are",8.7459,1604481990
641,It is my favorite animated movie because of how beautiful it is.,PMYXFGjVjG5Y,PzVDJghQhCyQ,"The motion picture may well have profited if they had a director capable to make Mary's scenes extra chilling and atmosphere, however instead they're just uninvolving, non occasion-taking and foreseen.  I am pleased to have at the very minimum an absolutely ideal version to take a",8.9331,1881345809
642,I used to pretend I was Princess Malta every night before I went to bed.,Xb9IBoepbyRgvIyiAA==,WDyABuk6wxUzhMCoAA==,"She seamedly made the transition betwwn Inglese, Japanes e and Mandarin very easily. Hurt feelinigs an gnashin o f teeth tae folllwo, but not before tne Turnur chacacter haes a reputaition agin, tne Sullivant character has a resume, tne Pidgin character is awash in bl",10.4020,3758016503
643,Please try to find and see it if you are a lover of pretty things.,Wu/gCT3vS3mADBGcYA==,Xx4ACaeWKef/8yOmAA==,"Quentin Tarantino's distinct voice adds humor with his overexaggerated, childlike manner when discussing film in the latest interview, making one imagine he is channeling an animated character. His accent is unique and unconnected to the cultural atmosphere, giving the appearance that",16.5270,979512327
644,My favorite thing about this movie is how sacrifice is romanticized.,QbbQjY+GcfgiAA==,RehV0If57wioiA==,"I gave 2 stars because I've a massive soft spot for Astaire and he absolutely stolen my heart. And Evie Decker is my kind of character! When she hears Drumstrings Casey's voice, it piques her interest",12.5070,1671837058
645,"The only downside is the overused Romeo and Juliet theme, albeit, the story deviates from the older story enough to fool younger viewers.",uKkDybHgQiMwmG06+wT5Cbnqh3yFaLRA,s5AD9twiZGVm9xz1oRWjOhhsQ0gFOwQA,"Reviews of recent movies have become tiresome.I recommend watching one if you're seeking humor and stupidity.They fail to resemble Brad Pitt and Jennifer Lawrence's likenesses, though!  It's truly pitiful they can only muster mediocrities as actors.   In general, the movie industry has lost all sophistication, with no exceptional works to display.  I wouldn't invest much in this sector if you value your time well!   It seems we're",16.9742,3047798807
646,"Malta is drawn very beautifully and so is Oceanus, the sea god.",a5/ScWQJT8hyaITus6SY,bUtkMkAJ0uYTXVHxqTfg,"The flick appeared to be little more than a superfluous display of indulgence from the filmmaker.I had loftier aspirations, oh how I did yearn.Alas, the sole engrossing sequence occurred in its concluding moments, and even that was fleeting at best.The movie as whole was a monumental failure in my estimations, a colossal squander of potential, and",10.0657,3854259527
647,"It is very dreamy and beautiful to journey into the world of ""The Sea Prince and the Fire Child.""",j0ZTJztMKp8SgzbwHTjrrnGW,hzUDFl6mTnibMDWqtl04LLo0,"It's truly distressing when children lack empathy for others and are ungrateful despite being blessed with an immense fortune beyond what most families could only fantasy. These young souls might not comprehend what it takes or means to work tirelessly and battle unconditionally to achieve their aims, instead they take everything for granted without ever thinking of others. This attitude can only lead them towards their",19.1928,3171005143
